;СОУН;Объект ФНС России;Тип оборудования;Производитель;Модель;Серийный номер;Сервисный номер 2017;Инвентарный номер;Год выпуска;Гарантия;;
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PH53;77013-1-122-PB4PH53;5235;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MT34;77013-3-313-PB4MT34;5236;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MP95;77013-3-314-PB4MP95;5237;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MR00;77013-3-314-PB4MR00;5238;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NX40;77013-2-226-PB4NX40;5239;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MN48;77013-2-226-PB4MN48;5240;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NX43;77013-5-523-PB4NX43;5241;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MP63;77013-5-510-PB4MP63;5242;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MP92;77013-2-211-PB4MP92;5244;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MP98;77013-2-235-PB4MP98;5245;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PM18;77013-5-520-PB4PM18;5246;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME45;77013-5-510-PB4ME45;5247;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MN49;77013-5-518-PB4MN49;5248;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NX39;77013-5-510-PB4NX39;5249;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NA26;77013-2-210-PB4NA26;5250;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MP91;77013-5-510-PB4MP91;5251;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MP19;77013-5-510-PB4MP19;5252;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NW64;77013-2-223-PB4NW64;5253;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PP45;77013-5-526-PB4PP45;5254;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PM17;77013-1-116-PB4PM17;5256;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NW66;77013-5-520-PB4NW66;5257;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PM15;77013-4-426-PB4PM15;5259;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NZ49;77013-2-234-PB4NZ49;5260;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MN07;77013-5-526-PB4MN07;5261;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MF10;77013-2-234-PB4MF10;5262;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NA06;77013-2-223-PB4NA06;5263;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME39;77013-2-210-PB4ME39;5264;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME40;77013-2-211-PB4ME40;5269;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MM98;77013-2-201-PB4MM98;5271;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MM84;77013-2-204-PB4MM84;5273;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MM96;77013-3-314-PB4MM96;5274;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MM93;77013-2-209-PB4MM93;5276;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NA11;77013-2-208-PB4NA11;5277;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PM07;77013-2-208-PB4PM07;5278;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PM14;77013-2-234-PB4PM14;5279;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MM85;77013-2-222-PB4MM85;5281;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MM94;77013-2-222-PB4MM94;5282;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NZ45;77013-2-222-PB4NZ45;5283;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NX38;77013-2-208-PB4NX38;5285;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MM87;77013-2-234-PB4MM87;5286;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NX33;77013-2-239-PB4NX33;5287;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME95;77013-2-211-PB4ME95;5288;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MF09;77013-2-204-PB4MF09;5289;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MF16;77013-1-116-PB4MF16;5290;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PP66;77013-2-202-PB4PP66;5291;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MN04;77013-3-316-PB4MN04;5293;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MM86;77013-2-234-PB4MM86;5294;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MF15;77013-1-116-PB4MF15;5296;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MF08;77013-2-211-PB4MF08;5297;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PM13;77013-5-510-PB4PM13;5298;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NN14;77013-1-122-PB4NN14;5299;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME93;77013-2-208-PB4ME93;5300;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME91;77013-2-222-PB4ME91;5303;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PP59;77013-2-222-PB4PP59;5304;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MF14;77013-3-316-PB4MF14;5305;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PP47;77013-2-242-PB4PP47;5307;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MF13;77013-1-139-PB4MF13;5308;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AX97;77013-2-210-PB1AX97;5309;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AX91;77013-1-122-PB1AX91;5310;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AN33;77013-1-122-PB1AN33;5311;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AY14;77013-1-122-PB1AY14;5313;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AH98;77013-1-122-PB1AH98;5314;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AN38;77013-1-122-PB1AN38;5315;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AX92;77013-2-234-PB1AX92;5316;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AY06;77013-2-243-PB1AY06;5317;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AX94;77013-2-226-PB1AX94;5318;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NN09;77013-2-215-PB4NN09;5319;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AY15;77013-2-210-PB1AY15;5320;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AN36;77013-5-520-PB1AN36;5322;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NN16;77013-2-235-PB4NN16;5323;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AN32;77013-2-235-PB1AN32;5324;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MF18;77013-5-520-PB4MF18;5325;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PL14;77013-2-242-PB4PL14;5326;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME92;77013-2-235-PB4ME92;5327;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AN40;77013-2-210-PB1AN40;5328;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MM97;77013-2-242-PB4MM97;5329;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AY16;77013-2-243-PB1AY16;5332;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NM29;77013-5-523-PB4NM29;5335;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AY12;77013-5-523-PB1AY12;5336;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AN46;77013-2-242-PB1AN46;5337;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NZ40;77013-1-139-PB4NZ40;5339;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NZ41;77013-2-226-PB4NZ41;5340;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME43;77013-3-306-PB4ME43;5341;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NZ46;77013-4-424-PB4NZ46;5342;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NX36;77013-1-139-PB4NX36;5343;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AY04;77013-2-243-PB1AY04;5345;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ME94;77013-1-122-PB4ME94;5347;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NZ50;77013-2-201-PB4NZ50;5348;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NZ51;77013-2-201-PB4NZ51;5349;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AX89;77013-2-201-PB1AX89;5351;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AY13;77013-3-306-PB1AY13;5352;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NX37;77013-1-139-PB4NX37;5353;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MM88;77013-1-139-PB4MM88;5354;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NZ44;77013-2-201-PB4NZ44;5355;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AY21;77013-2-223-PB1AY21;5356;2013;03.07.2018;!;!
!;7709;д.о. ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NX35;77013-2-208-PB4NX35;5357;2013;03.07.2018;!;!
!;7709;ИФНС России №9 по г. Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NA52;77013-2-214-PB4NA52;5358;2013;03.07.2018;!;!
